MenuItemID,ItemName,Description,Price,RestaurantID,IsAvailable,PreparationTime,IsVegetarian,IsSpicy,AllergensInfo
1342,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,54.74,135,1,21,1,0,Dairy
1343,Shawarma,A classic Shawarma dish prepared with traditional recipes.,91.44,135,1,22,0,1,None
1344,Falafel,A classic Falafel dish prepared with traditional recipes.,77.83,135,1,32,1,0,Nuts
1345,Falafel,A classic Falafel dish prepared with traditional recipes.,63.56,135,1,31,1,0,Nuts
1346,Falafel,A classic Falafel dish prepared with traditional recipes.,120.86,135,1,30,1,0,Nuts
1347,Kofta,A classic Kofta dish prepared with traditional recipes.,122.32,135,1,21,0,1,None
1348,Om Ali,A classic Om Ali dish prepared with traditional recipes.,69.15,135,1,43,0,0,Gluten
1349,Falafel,A classic Falafel dish prepared with traditional recipes.,120.13,135,1,40,1,0,Gluten
1350,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,118.09,135,1,35,1,0,Dairy
1351,Falafel,A classic Falafel dish prepared with traditional recipes.,131.41,136,1,30,1,0,Dairy
1352,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,42.69,136,1,15,0,0,Gluten
1353,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,137.85,136,1,36,1,0,Dairy
1354,Falafel,A classic Falafel dish prepared with traditional recipes.,141.4,136,1,42,1,0,Dairy
1355,Kebab,A classic Kebab dish prepared with traditional recipes.,42.62,136,1,17,0,1,Nuts
1356,Kebab,A classic Kebab dish prepared with traditional recipes.,43.08,136,1,18,0,1,Gluten
1357,Molokhia,A classic Molokhia dish prepared with traditional recipes.,115.94,136,1,41,1,0,Nuts
1358,Molokhia,A classic Molokhia dish prepared with traditional recipes.,95.47,136,1,37,1,0,None
1359,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,95.62,136,1,25,0,0,Dairy
1360,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,48.64,136,1,21,1,0,Nuts
1361,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,111.53,137,1,40,1,0,Gluten
1362,Shawarma,A classic Shawarma dish prepared with traditional recipes.,64.92,137,1,41,0,1,Nuts
1363,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,52.88,137,1,22,1,0,Gluten
1364,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,94.78,137,1,28,0,0,Gluten
1365,Molokhia,A classic Molokhia dish prepared with traditional recipes.,102.47,137,1,35,1,0,None
1366,Molokhia,A classic Molokhia dish prepared with traditional recipes.,124.11,137,1,21,1,0,Dairy
1367,Om Ali,A classic Om Ali dish prepared with traditional recipes.,64.93,137,1,43,0,0,Gluten
1368,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,70.58,137,1,34,0,0,Nuts
1369,Koshary,A classic Koshary dish prepared with traditional recipes.,127.02,137,1,31,1,0,Nuts
1370,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,85.82,137,1,35,0,0,None
1371,Koshary,A classic Koshary dish prepared with traditional recipes.,68.8,138,1,16,1,0,None
1372,Falafel,A classic Falafel dish prepared with traditional recipes.,127.55,138,1,28,1,0,Nuts
1373,Koshary,A classic Koshary dish prepared with traditional recipes.,32.57,138,1,34,1,0,Dairy
1374,Om Ali,A classic Om Ali dish prepared with traditional recipes.,116.19,138,1,34,0,0,None
1375,Koshary,A classic Koshary dish prepared with traditional recipes.,147.86,138,1,41,1,0,None
1376,Om Ali,A classic Om Ali dish prepared with traditional recipes.,124.86,138,1,15,0,0,Gluten
1377,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,107.85,138,1,33,1,0,None
1378,Koshary,A classic Koshary dish prepared with traditional recipes.,144.42,138,1,31,1,0,Gluten
1379,Om Ali,A classic Om Ali dish prepared with traditional recipes.,53.92,138,1,39,0,0,None
1380,Molokhia,A classic Molokhia dish prepared with traditional recipes.,140.39,138,1,22,1,0,Dairy
1381,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,73.73,139,1,28,0,0,Gluten
1382,Falafel,A classic Falafel dish prepared with traditional recipes.,126.88,139,1,35,1,0,None
1383,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,106.44,139,1,20,0,0,None
1384,Koshary,A classic Koshary dish prepared with traditional recipes.,74.62,139,1,39,1,0,Gluten
1385,Falafel,A classic Falafel dish prepared with traditional recipes.,24.65,139,1,23,1,0,Nuts
1386,Shawarma,A classic Shawarma dish prepared with traditional recipes.,79.69,139,1,40,0,1,Gluten
1387,Koshary,A classic Koshary dish prepared with traditional recipes.,116.55,139,1,24,1,0,Nuts
1388,Falafel,A classic Falafel dish prepared with traditional recipes.,35.01,139,1,31,1,0,Gluten
1389,Kebab,A classic Kebab dish prepared with traditional recipes.,124.3,139,1,25,0,1,Gluten
1390,Om Ali,A classic Om Ali dish prepared with traditional recipes.,24.14,139,1,36,0,0,Dairy
1391,Falafel,A classic Falafel dish prepared with traditional recipes.,47.97,140,1,36,1,0,Dairy
1392,Molokhia,A classic Molokhia dish prepared with traditional recipes.,33.06,140,1,21,1,0,Dairy
1393,Koshary,A classic Koshary dish prepared with traditional recipes.,103.62,140,1,19,1,0,Nuts
1394,Kofta,A classic Kofta dish prepared with traditional recipes.,32.19,140,1,36,0,1,Dairy
1395,Koshary,A classic Koshary dish prepared with traditional recipes.,77.34,140,1,36,1,0,Gluten
1396,Koshary,A classic Koshary dish prepared with traditional recipes.,58.78,140,1,36,1,0,Gluten
1397,Kebab,A classic Kebab dish prepared with traditional recipes.,87.27,140,1,41,0,1,Gluten
1398,Kofta,A classic Kofta dish prepared with traditional recipes.,95.8,140,1,38,0,1,None
1399,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,144.71,140,1,27,1,0,Dairy
1400,Molokhia,A classic Molokhia dish prepared with traditional recipes.,97.49,140,1,34,1,0,None
1401,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,36.41,141,1,37,1,0,Nuts
1402,Kebab,A classic Kebab dish prepared with traditional recipes.,90.9,141,1,19,0,1,None
1403,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,127.01,141,1,41,1,0,Gluten
1404,Koshary,A classic Koshary dish prepared with traditional recipes.,130.38,141,1,36,1,0,Gluten
1405,Koshary,A classic Koshary dish prepared with traditional recipes.,137.63,141,1,37,1,0,Nuts
1406,Kebab,A classic Kebab dish prepared with traditional recipes.,99.57,141,1,43,0,1,Gluten
1407,Falafel,A classic Falafel dish prepared with traditional recipes.,139.44,141,1,33,1,0,Dairy
1408,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,43.26,141,1,16,1,0,Nuts
1409,Om Ali,A classic Om Ali dish prepared with traditional recipes.,117.2,141,1,37,0,0,Dairy
1410,Om Ali,A classic Om Ali dish prepared with traditional recipes.,46.95,141,1,36,0,0,Dairy
1411,Shawarma,A classic Shawarma dish prepared with traditional recipes.,75.4,142,1,45,0,1,Nuts
1412,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,113.18,142,1,39,1,0,Gluten
1413,Molokhia,A classic Molokhia dish prepared with traditional recipes.,110.48,142,1,38,1,0,Nuts
1414,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,148.77,142,1,45,1,0,None
1415,Kofta,A classic Kofta dish prepared with traditional recipes.,140.79,142,1,41,0,1,None
1416,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,119.29,142,1,18,1,0,None
1417,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,71.65,142,1,37,1,0,None
1418,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,135.31,142,1,42,1,0,Gluten
1419,Koshary,A classic Koshary dish prepared with traditional recipes.,78.73,142,1,41,1,0,Gluten
1420,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,125.92,142,1,20,0,0,Dairy
1421,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,101.79,143,1,31,1,0,None
1422,Kebab,A classic Kebab dish prepared with traditional recipes.,139.05,143,1,27,0,1,Nuts
1423,Kebab,A classic Kebab dish prepared with traditional recipes.,107.65,143,1,17,0,1,Nuts
1424,Falafel,A classic Falafel dish prepared with traditional recipes.,94.35,143,1,43,1,0,Dairy
1425,Om Ali,A classic Om Ali dish prepared with traditional recipes.,98.64,143,1,40,0,0,Nuts
1426,Falafel,A classic Falafel dish prepared with traditional recipes.,64.6,143,1,42,1,0,None
1427,Om Ali,A classic Om Ali dish prepared with traditional recipes.,63.29,143,1,36,0,0,Gluten
1428,Falafel,A classic Falafel dish prepared with traditional recipes.,149.77,143,1,33,1,0,Nuts
1429,Falafel,A classic Falafel dish prepared with traditional recipes.,40.92,143,1,17,1,0,Nuts
1430,Falafel,A classic Falafel dish prepared with traditional recipes.,118.44,143,1,33,1,0,None
1431,Om Ali,A classic Om Ali dish prepared with traditional recipes.,60.81,144,1,39,0,0,Nuts
1432,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,138.53,144,1,32,1,0,Nuts
1433,Shawarma,A classic Shawarma dish prepared with traditional recipes.,88.57,144,1,23,0,1,None
1434,Kofta,A classic Kofta dish prepared with traditional recipes.,52.26,144,1,26,0,1,Dairy
1435,Om Ali,A classic Om Ali dish prepared with traditional recipes.,112.74,144,1,40,0,0,Dairy
1436,Falafel,A classic Falafel dish prepared with traditional recipes.,138.44,144,1,18,1,0,Gluten
1437,Koshary,A classic Koshary dish prepared with traditional recipes.,95.91,144,1,39,1,0,Nuts
1438,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,87.94,144,1,44,1,0,Nuts
1439,Kofta,A classic Kofta dish prepared with traditional recipes.,96.43,144,1,40,0,1,Dairy
1440,Molokhia,A classic Molokhia dish prepared with traditional recipes.,46.43,144,1,19,1,0,Nuts
1441,Falafel,A classic Falafel dish prepared with traditional recipes.,76.69,145,1,26,1,0,Gluten
1442,Falafel,A classic Falafel dish prepared with traditional recipes.,24.76,145,1,30,1,0,Dairy
1443,Kebab,A classic Kebab dish prepared with traditional recipes.,145.25,145,1,16,0,1,Dairy
1444,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,37.25,145,1,36,0,0,Gluten
1445,Falafel,A classic Falafel dish prepared with traditional recipes.,125.78,145,1,23,1,0,Dairy
1446,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,119.13,145,1,28,0,0,Nuts
1447,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,80.44,145,1,32,0,0,None
1448,Molokhia,A classic Molokhia dish prepared with traditional recipes.,102.7,145,1,23,1,0,None
1449,Falafel,A classic Falafel dish prepared with traditional recipes.,127.29,145,1,27,1,0,Gluten
1450,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,39.04,145,1,19,1,0,None
1451,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,23.06,146,1,38,1,0,Gluten
1452,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,36.57,146,1,23,1,0,Gluten
1453,Molokhia,A classic Molokhia dish prepared with traditional recipes.,50.54,146,1,16,1,0,Nuts
1454,Kofta,A classic Kofta dish prepared with traditional recipes.,143.95,146,1,43,0,1,None
1455,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,148.82,146,1,36,1,0,Nuts
1456,Molokhia,A classic Molokhia dish prepared with traditional recipes.,28.54,146,1,41,1,0,Dairy
1457,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,143.43,146,1,35,1,0,Dairy
1458,Om Ali,A classic Om Ali dish prepared with traditional recipes.,88.59,146,1,33,0,0,Nuts
1459,Kebab,A classic Kebab dish prepared with traditional recipes.,147.73,146,1,38,0,1,Nuts
1460,Molokhia,A classic Molokhia dish prepared with traditional recipes.,83.7,146,1,37,1,0,Nuts
1461,Kebab,A classic Kebab dish prepared with traditional recipes.,64.45,147,1,40,0,1,None
1462,Shawarma,A classic Shawarma dish prepared with traditional recipes.,25.25,147,1,19,0,1,None
1463,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,115.1,147,1,18,1,0,Gluten
1464,Shawarma,A classic Shawarma dish prepared with traditional recipes.,129.27,147,1,23,0,1,Dairy
1465,Koshary,A classic Koshary dish prepared with traditional recipes.,77.4,147,1,31,1,0,Nuts
1466,Molokhia,A classic Molokhia dish prepared with traditional recipes.,107.1,147,1,23,1,0,None
1467,Molokhia,A classic Molokhia dish prepared with traditional recipes.,148.45,147,1,25,1,0,Gluten
1468,Koshary,A classic Koshary dish prepared with traditional recipes.,139.57,147,1,20,1,0,Gluten
1469,Kebab,A classic Kebab dish prepared with traditional recipes.,129.39,147,1,24,0,1,Dairy
1470,Om Ali,A classic Om Ali dish prepared with traditional recipes.,36.75,147,1,17,0,0,Nuts
1471,Om Ali,A classic Om Ali dish prepared with traditional recipes.,113.45,148,1,35,0,0,Dairy
1472,Koshary,A classic Koshary dish prepared with traditional recipes.,67.04,148,1,25,1,0,Gluten
1473,Om Ali,A classic Om Ali dish prepared with traditional recipes.,141.41,148,1,22,0,0,None
1474,Kebab,A classic Kebab dish prepared with traditional recipes.,97.29,148,1,45,0,1,Nuts
1475,Koshary,A classic Koshary dish prepared with traditional recipes.,108.27,148,1,18,1,0,Nuts
1476,Koshary,A classic Koshary dish prepared with traditional recipes.,50.71,148,1,27,1,0,None
1477,Kofta,A classic Kofta dish prepared with traditional recipes.,28.11,148,1,18,0,1,Dairy
1478,Kebab,A classic Kebab dish prepared with traditional recipes.,145.92,148,1,20,0,1,Dairy
1479,Om Ali,A classic Om Ali dish prepared with traditional recipes.,36.9,148,1,34,0,0,Gluten
1480,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,136.61,148,1,17,1,0,Nuts
1481,Om Ali,A classic Om Ali dish prepared with traditional recipes.,39.42,149,1,20,0,0,Dairy
1482,Kofta,A classic Kofta dish prepared with traditional recipes.,131.95,149,1,32,0,1,Dairy
1483,Koshary,A classic Koshary dish prepared with traditional recipes.,92.21,149,1,30,1,0,Gluten
1484,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,30.09,149,1,32,0,0,Gluten
1485,Om Ali,A classic Om Ali dish prepared with traditional recipes.,138.14,149,1,22,0,0,Dairy
1486,Shawarma,A classic Shawarma dish prepared with traditional recipes.,62.72,149,1,19,0,1,Dairy
1487,Om Ali,A classic Om Ali dish prepared with traditional recipes.,94.48,149,1,31,0,0,Gluten
1488,Koshary,A classic Koshary dish prepared with traditional recipes.,31.44,149,1,38,1,0,Dairy
1489,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,20.73,149,1,16,1,0,None
1490,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,92.19,149,1,23,1,0,Gluten
1491,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,127.18,150,1,39,1,0,None
1492,Kofta,A classic Kofta dish prepared with traditional recipes.,127.24,150,1,45,0,1,Gluten
1493,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,143.93,150,1,18,1,0,Nuts
1494,Kebab,A classic Kebab dish prepared with traditional recipes.,84.76,150,1,20,0,1,None
1495,Om Ali,A classic Om Ali dish prepared with traditional recipes.,130.85,150,1,16,0,0,Nuts
1496,Koshary,A classic Koshary dish prepared with traditional recipes.,42.1,150,1,45,1,0,Dairy
1497,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,48.11,150,1,29,0,0,Dairy
1498,Falafel,A classic Falafel dish prepared with traditional recipes.,117.75,150,1,38,1,0,None
1499,Om Ali,A classic Om Ali dish prepared with traditional recipes.,79.7,150,1,25,0,0,Dairy
1500,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,148.83,150,1,35,1,0,Nuts
1501,Om Ali,A classic Om Ali dish prepared with traditional recipes.,146.41,151,1,41,0,0,Nuts
1502,Falafel,A classic Falafel dish prepared with traditional recipes.,33.65,151,1,25,1,0,Dairy
1503,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,113.05,151,1,22,0,0,Gluten
1504,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,50.06,151,1,37,1,0,Dairy
1505,Om Ali,A classic Om Ali dish prepared with traditional recipes.,81.99,151,1,43,0,0,Dairy
1506,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,25.61,151,1,18,0,0,Nuts
1507,Om Ali,A classic Om Ali dish prepared with traditional recipes.,69.11,151,1,35,0,0,None
1508,Kebab,A classic Kebab dish prepared with traditional recipes.,111.99,151,1,33,0,1,Nuts
1509,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,111.54,151,1,27,1,0,Nuts
1510,Molokhia,A classic Molokhia dish prepared with traditional recipes.,53.03,151,1,17,1,0,Nuts
1511,Kofta,A classic Kofta dish prepared with traditional recipes.,27.97,152,1,30,0,1,Dairy
1512,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,130.29,152,1,32,1,0,Gluten
1513,Om Ali,A classic Om Ali dish prepared with traditional recipes.,65.46,152,1,28,0,0,None
1514,Koshary,A classic Koshary dish prepared with traditional recipes.,103.76,152,1,32,1,0,Gluten
1515,Molokhia,A classic Molokhia dish prepared with traditional recipes.,52.49,152,1,45,1,0,Nuts
1516,Shawarma,A classic Shawarma dish prepared with traditional recipes.,32.76,152,1,32,0,1,Nuts
1517,Koshary,A classic Koshary dish prepared with traditional recipes.,136.46,152,1,16,1,0,Nuts
1518,Kebab,A classic Kebab dish prepared with traditional recipes.,66.56,152,1,34,0,1,None
1519,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,132.84,152,1,21,1,0,Dairy
1520,Om Ali,A classic Om Ali dish prepared with traditional recipes.,131.93,152,1,36,0,0,Dairy
1521,Kebab,A classic Kebab dish prepared with traditional recipes.,109.81,153,1,38,0,1,Dairy
1522,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,44.63,153,1,42,1,0,Dairy
1523,Om Ali,A classic Om Ali dish prepared with traditional recipes.,102.35,153,1,44,0,0,Nuts
1524,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,110.49,153,1,18,0,0,None
1525,Falafel,A classic Falafel dish prepared with traditional recipes.,123.93,153,1,15,1,0,Dairy
1526,Molokhia,A classic Molokhia dish prepared with traditional recipes.,20.87,153,1,27,1,0,Gluten
1527,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,93.17,153,1,31,1,0,Nuts
1528,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,62.69,153,1,34,0,0,Dairy
1529,Shawarma,A classic Shawarma dish prepared with traditional recipes.,131.57,153,1,22,0,1,None
1530,Molokhia,A classic Molokhia dish prepared with traditional recipes.,40.18,153,1,26,1,0,Dairy
1531,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,106.91,154,1,36,1,0,Gluten
1532,Kofta,A classic Kofta dish prepared with traditional recipes.,41.25,154,1,20,0,1,None
1533,Shawarma,A classic Shawarma dish prepared with traditional recipes.,87.37,154,1,41,0,1,None
1534,Kofta,A classic Kofta dish prepared with traditional recipes.,70.4,154,1,30,0,1,Dairy
1535,Om Ali,A classic Om Ali dish prepared with traditional recipes.,140.92,154,1,42,0,0,Gluten
1536,Kofta,A classic Kofta dish prepared with traditional recipes.,104.78,154,1,36,0,1,Dairy
1537,Falafel,A classic Falafel dish prepared with traditional recipes.,29.15,154,1,19,1,0,Gluten
1538,Koshary,A classic Koshary dish prepared with traditional recipes.,122.91,154,1,22,1,0,Gluten
1539,Om Ali,A classic Om Ali dish prepared with traditional recipes.,76.98,154,1,20,0,0,Gluten
1540,Falafel,A classic Falafel dish prepared with traditional recipes.,119.87,154,1,34,1,0,Gluten
1541,Kofta,A classic Kofta dish prepared with traditional recipes.,125.43,155,1,36,0,1,Dairy
1542,Om Ali,A classic Om Ali dish prepared with traditional recipes.,124.32,155,1,16,0,0,Gluten
1543,Falafel,A classic Falafel dish prepared with traditional recipes.,111.62,155,1,30,1,0,Gluten
1544,Shawarma,A classic Shawarma dish prepared with traditional recipes.,37.63,155,1,26,0,1,None
1545,Om Ali,A classic Om Ali dish prepared with traditional recipes.,109.82,155,1,29,0,0,Nuts
1546,Om Ali,A classic Om Ali dish prepared with traditional recipes.,132.12,155,1,18,0,0,Gluten
1547,Kofta,A classic Kofta dish prepared with traditional recipes.,83.22,155,1,27,0,1,Dairy
1548,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,69.09,155,1,22,1,0,Gluten
1549,Shawarma,A classic Shawarma dish prepared with traditional recipes.,79.54,155,1,18,0,1,Nuts
1550,Om Ali,A classic Om Ali dish prepared with traditional recipes.,81.44,155,1,42,0,0,Dairy
1551,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,77.08,156,1,41,0,0,Nuts
1552,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,123.16,156,1,37,1,0,Gluten
1553,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,73.07,156,1,16,0,0,Dairy
1554,Koshary,A classic Koshary dish prepared with traditional recipes.,98.91,156,1,39,1,0,Dairy
1555,Koshary,A classic Koshary dish prepared with traditional recipes.,67.04,156,1,36,1,0,Nuts
1556,Falafel,A classic Falafel dish prepared with traditional recipes.,47.26,156,1,28,1,0,Gluten
1557,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,136.05,156,1,41,1,0,Nuts
1558,Falafel,A classic Falafel dish prepared with traditional recipes.,82.92,156,1,26,1,0,Dairy
1559,Shawarma,A classic Shawarma dish prepared with traditional recipes.,51.27,156,1,21,0,1,Dairy
1560,Molokhia,A classic Molokhia dish prepared with traditional recipes.,91.26,156,1,38,1,0,Nuts
1561,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,68.63,157,1,45,1,0,Nuts
1562,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,92.91,157,1,41,1,0,Gluten
1563,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,27.23,157,1,44,1,0,Nuts
1564,Koshary,A classic Koshary dish prepared with traditional recipes.,27.33,157,1,20,1,0,Gluten
1565,Kofta,A classic Kofta dish prepared with traditional recipes.,140.19,157,1,37,0,1,Nuts
1566,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,81.33,157,1,40,0,0,Gluten
1567,Kebab,A classic Kebab dish prepared with traditional recipes.,108.62,157,1,15,0,1,None
1568,Falafel,A classic Falafel dish prepared with traditional recipes.,35.12,157,1,18,1,0,Nuts
1569,Kebab,A classic Kebab dish prepared with traditional recipes.,72.71,157,1,22,0,1,None
1570,Shawarma,A classic Shawarma dish prepared with traditional recipes.,47.18,157,1,22,0,1,Gluten
1571,Koshary,A classic Koshary dish prepared with traditional recipes.,65.66,158,1,32,1,0,Gluten
1572,Molokhia,A classic Molokhia dish prepared with traditional recipes.,104.71,158,1,41,1,0,Dairy
1573,Falafel,A classic Falafel dish prepared with traditional recipes.,28.7,158,1,21,1,0,None
1574,Koshary,A classic Koshary dish prepared with traditional recipes.,142.97,158,1,40,1,0,Dairy
1575,Koshary,A classic Koshary dish prepared with traditional recipes.,35.13,158,1,19,1,0,Nuts
1576,Om Ali,A classic Om Ali dish prepared with traditional recipes.,84.84,158,1,18,0,0,None
1577,Shawarma,A classic Shawarma dish prepared with traditional recipes.,83.03,158,1,43,0,1,None
1578,Falafel,A classic Falafel dish prepared with traditional recipes.,41.37,158,1,27,1,0,Dairy
1579,Kebab,A classic Kebab dish prepared with traditional recipes.,128.81,158,1,26,0,1,Dairy
1580,Om Ali,A classic Om Ali dish prepared with traditional recipes.,35.09,158,1,30,0,0,Nuts
1581,Koshary,A classic Koshary dish prepared with traditional recipes.,148.94,159,1,25,1,0,Nuts
1582,Kebab,A classic Kebab dish prepared with traditional recipes.,104.77,159,1,42,0,1,Gluten
1583,Molokhia,A classic Molokhia dish prepared with traditional recipes.,49.99,159,1,15,1,0,Dairy
1584,Kofta,A classic Kofta dish prepared with traditional recipes.,124.69,159,1,22,0,1,None
1585,Koshary,A classic Koshary dish prepared with traditional recipes.,121.0,159,1,30,1,0,None
1586,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,57.83,159,1,24,1,0,Dairy
1587,Molokhia,A classic Molokhia dish prepared with traditional recipes.,69.55,159,1,37,1,0,Gluten
1588,Koshary,A classic Koshary dish prepared with traditional recipes.,107.74,159,1,16,1,0,Gluten
1589,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,128.42,159,1,36,1,0,Gluten
1590,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,76.19,159,1,40,1,0,Dairy
1591,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,50.51,160,1,36,1,0,Gluten
1592,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,80.07,160,1,23,0,0,Dairy
1593,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,110.6,160,1,42,1,0,None
1594,Shawarma,A classic Shawarma dish prepared with traditional recipes.,107.92,160,1,16,0,1,Dairy
1595,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,52.1,160,1,16,1,0,None
1596,Molokhia,A classic Molokhia dish prepared with traditional recipes.,79.61,160,1,23,1,0,Nuts
1597,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,97.51,160,1,40,1,0,None
1598,Falafel,A classic Falafel dish prepared with traditional recipes.,97.47,160,1,42,1,0,Dairy
1599,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,52.25,160,1,16,1,0,Dairy
1600,Tagen Vegetables,A classic Tagen Vegetables dish prepared with traditional recipes.,97.81,160,1,32,1,0,Nuts
1601,Kebab,A classic Kebab dish prepared with traditional recipes.,32.09,161,1,45,0,1,Nuts
1602,Kofta,A classic Kofta dish prepared with traditional recipes.,36.43,161,1,33,0,1,Dairy
1603,Molokhia,A classic Molokhia dish prepared with traditional recipes.,131.32,161,1,31,1,0,Gluten
1604,Koshary,A classic Koshary dish prepared with traditional recipes.,145.0,161,1,29,1,0,Gluten
1605,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,107.05,161,1,37,1,0,None
1606,Shawarma,A classic Shawarma dish prepared with traditional recipes.,78.18,161,1,16,0,1,Dairy
1607,Om Ali,A classic Om Ali dish prepared with traditional recipes.,99.09,161,1,44,0,0,Gluten
1608,Shawarma,A classic Shawarma dish prepared with traditional recipes.,105.15,161,1,25,0,1,None
1609,Kebab,A classic Kebab dish prepared with traditional recipes.,132.56,161,1,36,0,1,None
1610,Falafel,A classic Falafel dish prepared with traditional recipes.,82.54,161,1,29,1,0,None
1611,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,73.36,162,1,43,1,0,None
1612,Falafel,A classic Falafel dish prepared with traditional recipes.,47.65,162,1,45,1,0,Gluten
1613,Shawarma,A classic Shawarma dish prepared with traditional recipes.,67.82,162,1,34,0,1,Nuts
1614,Foul Medames,A classic Foul Medames dish prepared with traditional recipes.,77.35,162,1,28,1,0,Gluten
1615,Stuffed Pigeon,A classic Stuffed Pigeon dish prepared with traditional recipes.,91.21,162,1,21,0,0,Gluten
1616,Om Ali,A classic Om Ali dish prepared with traditional recipes.,28.99,162,1,41,0,0,None
1617,Kebab,A classic Kebab dish prepared with traditional recipes.,62.22,162,1,33,0,1,Dairy
